台番,レート,機種名,列,行
1061,p4,e新世紀エヴァンゲリオン17 はじまりの記憶R,21,59
1062,p4,e新世紀エヴァンゲリオン17 はじまりの記憶R,22,59
1063,p4,e新世紀エヴァンゲリオン17 はじまりの記憶R,23,59
1065,p4,e新世紀エヴァンゲリオン17 はじまりの記憶R,24,59
1066,p4,e新世紀エヴァンゲリオン17 はじまりの記憶R,25,59
1067,p4,e新世紀エヴァンゲリオン17 はじまりの記憶R,26,59
1068,p4,e新世紀エヴァンゲリオン17 はじまりの記憶R,27,59
1070,p4,e新世紀エヴァンゲリオン17 はじまりの記憶R,28,59
1071,p4,e必殺仕事人ⅥM2,28,58
1072,p4,e必殺仕事人ⅥM2,27,58
1073,p4,e必殺仕事人ⅥM2,26,58
1075,p4,e必殺仕事人ⅥM2,25,58
1076,p4,e必殺仕事人ⅥM2,24,58
1077,p4,e必殺仕事人ⅥM2,23,58
1078,p4,e必殺仕事人ⅥM2,22,58
1080,p4,e必殺仕事人ⅥM2,21,58
1081,p4,e必殺仕事人ⅥM2,20,58
1082,p4,e必殺仕事人ⅥM2,19,58
1083,新台p4,eソードアート・オンライン アリシゼーションYKJ11,18,58
1085,新台p4,eソードアート・オンライン アリシゼーションYKJ11,17,58
1086,新台p4,eソードアート・オンライン アリシゼーションYKJ11,16,58
1087,新台p4,eソードアート・オンライン アリシゼーションYKJ11,15,58
1088,p4,e／ワールドダイスター／L04,14,58
1100,p4,eカケグルイ～生か死か～LTT－KR,13,58
1101,p4,eカケグルイ～生か死か～LTT－KR,12,58
1102,p4,eバイオハザード6APN,11,58
1103,p4,eバイオハザード6APN,10,58
1105,p4,eルパン三世VSキャッツアイLBM6,9,58
1106,p4,eフィーバーもののがたりF,9,55
1107,p4,eフィーバーもののがたりF,10,55
1108,新台p4,eアクセル・ワールドLM2,11,55
1110,新台p4,eアクセル・ワールドLM2,12,55
1111,p4,e魔法少女まどか☆マギカ3LPM1,13,55
1112,p4,eリコリス・リコイルM3,14,55
1113,p4,eリコリス・リコイルM3,15,55
1115,p4,eリコリス・リコイルM3,16,55
1116,p4,eリコリス・リコイルM3,17,55
1117,新台p4,e七つの大罪3GFEA,18,55
1118,新台p4,e七つの大罪3GFEA,19,55
1120,新台p4,e七つの大罪3GFEA,20,55
1121,新台p4,e七つの大罪3GFEA,21,55
1122,新台p4,e七つの大罪3GFEA,22,55
1123,p4,e無職転生～異世界行ったら本気だす～H2E,23,55
1125,p4,e無職転生～異世界行ったら本気だす～H2E,24,55
1126,p4,e無職転生～異世界行ったら本気だす～H2E,25,55
1127,p4,e無職転生～異世界行ったら本気だす～H2E,26,55
1128,p4,e無職転生～異世界行ったら本気だす～H2E,27,55
1130,p4,e無職転生～異世界行ったら本気だす～H2E,28,55
1131,s20,L／ミリオンゴッド／CX,28,54
1132,s20,L／ミリオンゴッド／CX,27,54
1133,s20,L／ミリオンゴッド／CX,26,54
1135,s20,L／ミリオンゴッド／CX,25,54
1136,s20,L／ミリオンゴッド／CX,24,54
1137,s20,L／ミリオンゴッド／CX,23,54
1138,s20,L／ミリオンゴッド／CX,22,54
1150,s20,L／ミリオンゴッド／CX,21,54
1151,s20,L／ミリオンゴッド／CX,20,54
1152,s20,L／ミリオンゴッド／CX,19,54
1153,s20,L／ミリオンゴッド／CX,18,54
1155,s20,L／ミリオンゴッド／CX,17,54
1156,s20,L／ミリオンゴッド／CX,16,54
1157,s20,L／ミリオンゴッド／CX,15,54
1158,s20,L／ミリオンゴッド／CX,14,54
1160,s20,LパチスロゴッドイーターリザレクションSLED,13,54
1161,s20,LパチスロゴッドイーターリザレクションSLED,12,54
1162,s20,LパチスロゴッドイーターリザレクションSLED,11,54
1163,s20,LパチスロゴッドイーターリザレクションSLED,10,54
1165,s20,LパチスロゴッドイーターリザレクションSLED,9,54
1166,s20,L革命機ヴァルヴレイヴ2jF,9,51
1167,s20,L革命機ヴァルヴレイヴ2jF,10,51
1168,s20,L革命機ヴァルヴレイヴ2jF,11,51
1170,s20,L革命機ヴァルヴレイヴ2jF,12,51
1171,s20,L革命機ヴァルヴレイヴ2jF,13,51
1172,s20,Lかぐや様は告らせたいjA,14,51
1173,s20,Lかぐや様は告らせたいjA,15,51
1175,s20,Lかぐや様は告らせたいjA,16,51
1176,s20,Lかぐや様は告らせたいjA,17,51
1177,s20,L南国育ちSPM1,18,51
1178,s20,L南国育ちSPM1,19,51
1180,s20,L南国育ちSPM1,20,51
1181,s20,L／ソードアート・オンラインⅡ／PA1,21,51
1182,s20,L／ソードアート・オンラインⅡ／PA1,22,51
1183,s20,L／ソードアート・オンラインⅡ／PA1,23,51
1185,s20,L／ソードアート・オンラインⅡ／PA1,24,51
1186,s20,L／ソードアート・オンラインⅡ／PA1,25,51
1187,s20,L／ソードアート・オンラインⅡ／PA1,26,51
1188,s20,L／ソードアート・オンラインⅡ／PA1,27,51
1200,s20,L／ソードアート・オンラインⅡ／PA1,28,51
1202,新台s20,Lとある魔術の禁書目録2FA,27,50
1203,新台s20,Lとある魔術の禁書目録2FA,26,50
1205,新台s20,Lとある魔術の禁書目録2FA,25,50
1206,新台s20,Lとある魔術の禁書目録2FA,24,50
1207,新台s20,Lとある魔術の禁書目録2FA,23,50
1208,新台s20,Lやじきた道中記参る！BG,22,50
1210,新台s20,Lやじきた道中記参る！BG,21,50
1211,新台s20,Lやじきた道中記参る！BG,20,50
1212,新台s20,Lやじきた道中記参る！BG,19,50
1213,新台s20,Lやじきた道中記参る！BG,18,50
1215,s20,L パチスロ北斗の拳AD XR,17,50
1216,s20,L パチスロ北斗の拳AD XR,16,50
1217,s20,L パチスロ北斗の拳AD XR,15,50
1218,s20,L パチスロ北斗の拳AD XR,14,50
1220,s20,L パチスロ北斗の拳AD XR,13,50
1221,s20,L パチスロ北斗の拳AD XR,12,50
1222,s20,L パチスロ北斗の拳AD XR,11,50
1223,s20,L パチスロ北斗の拳AD XR,10,50
1225,s20,L パチスロ北斗の拳AD XR,9,50
1226,s20,L パチスロ北斗の拳AD XR,9,47
1227,s20,L パチスロ北斗の拳AD XR,10,47
1228,s20,L パチスロ北斗の拳AD XR,11,47
1230,s20,L パチスロ北斗の拳AD XR,12,47
1231,s20,L パチスロ北斗の拳AD XR,13,47
1232,s20,L パチスロ北斗の拳AD XR,14,47
1233,s20,L パチスロ北斗の拳AD XR,15,47
1235,s20,L パチスロ北斗の拳AD XR,16,47
1236,s20,L パチスロ北斗の拳AD XR,17,47
1237,s20,L パチスロ北斗の拳AD XR,18,47
1238,s20,L スマスロ北斗の拳 転生の章2 MW,19,47
1250,s20,L スマスロ北斗の拳 転生の章2 MW,20,47
1251,s20,L スマスロ北斗の拳 転生の章2 MW,21,47
1252,s20,L スマスロ北斗の拳 転生の章2 MW,22,47
1253,s20,L スマスロ北斗の拳 転生の章2 MW,23,47
1255,s20,L スマスロ北斗の拳 転生の章2 MW,24,47
1256,s20,L スマスロ北斗の拳 転生の章2 MW,25,47
1257,s20,L スマスロ北斗の拳 転生の章2 MW,26,47
1258,s20,L スマスロ北斗の拳 転生の章2 MW,27,47
1262,s20,L／バジリスク絆2～天膳～／ZN,27,46
1263,s20,L／バジリスク絆2～天膳～／ZN,26,46
1265,s20,L／バジリスク絆2～天膳～／ZN,25,46
1266,新台s20,L／ワールドダイスター／PA3,24,46
1267,新台s20,L／ワールドダイスター／PA3,23,46
1268,新台s20,L／ワールドダイスター／PA3,22,46
1270,新台s20,L／ワールドダイスター／PA3,21,46
1271,s20,Lパチスロ鉄拳6YD01H,20,46
1272,s20,Lパチスロ鉄拳6YD01H,19,46
1273,s20,L炎炎ノ消防隊2,18,46
1275,s20,L炎炎ノ消防隊2,17,46
1276,s20,L炎炎ノ消防隊2,16,46
1277,s20,L炎炎ノ消防隊2,15,46
1278,s20,L炎炎ノ消防隊2,14,46
1280,s20,L／スマスロ秘宝伝／PA7,13,46
1281,s20,L スマスロ化物語 KH,12,46
1282,s20,L スマスロ化物語 KH,11,46
1283,s20,L スマスロ化物語 KH,10,46
1285,s20,L スマスロ化物語 KH,9,46
1286,s20,LバイオハザードRE：3 ZD,9,43
1287,s20,LバイオハザードRE：3 ZD,10,43
1288,s20,LバイオハザードRE：3 ZD,11,43
1300,s20,LバイオハザードRE：3 ZD,12,43
1301,s20,LバイオハザードRE：3 ZD,13,43
1302,s20,LバイオハザードRE：3 ZD,14,43
1303,新台s20,L邪神ちゃんドロップキックTX,15,43
1305,s20,Lゴジラ対エヴァンゲリオンjA,16,43
1306,s20,Lゴジラ対エヴァンゲリオンjA,17,43
1307,s20,Lからくりサーカス2jG,18,43
1308,s20,Lからくりサーカス2jG,19,43
1310,s20,Lからくりサーカス2jG,20,43
1311,s20,Lからくりサーカス2jG,21,43
1312,s20,Lからくりサーカス2jG,22,43
1313,s20,Lからくりサーカス2jG,23,43
1315,s20,Lからくりサーカス2jG,24,43
1316,s20,Lからくりサーカス2jG,25,43
1317,s20,Lからくりサーカス2jG,26,43
1318,s20,Lからくりサーカス2jG,27,43
1501,s20,SマイジャグラーⅤKD,5,65
1502,s20,SマイジャグラーⅤKD,4,65
1503,s20,SマイジャグラーⅤKD,3,65
1505,s20,SマイジャグラーⅤKD,2,65
1506,s20,SマイジャグラーⅤKD,1,65
1507,s20,SマイジャグラーⅤKD,-4,65
1508,s20,SマイジャグラーⅤKD,-5,65
1510,s20,SマイジャグラーⅤKD,-6,65
1511,s20,SマイジャグラーⅤKD,-7,65
1512,s20,SマイジャグラーⅤKD,-8,65
1513,s20,SマイジャグラーⅤKD,-9,65
1515,s20,SマイジャグラーⅤKD,-10,65
1516,s20,SマイジャグラーⅤKD,-12,64
1517,s20,SマイジャグラーⅤKD,-12,63
1518,s20,SマイジャグラーⅤKD,-12,62
1520,s20,SマイジャグラーⅤKD,-12,61
1521,s20,SマイジャグラーⅤKD,-12,60
1522,s20,SマイジャグラーⅤKD,-12,59
1523,s20,SマイジャグラーⅤKD,-12,58
1525,s20,SマイジャグラーⅤKD,-12,57
1526,s20,SマイジャグラーⅤKD,-12,56
1527,s20,SマイジャグラーⅤKD,-12,55
1528,s20,SマイジャグラーⅤKD,-12,54
1530,s20,SマイジャグラーⅤKD,-12,53
1531,s20,SマイジャグラーⅤKD,-12,52
1532,s20,SマイジャグラーⅤKD,-12,51
1533,s20,SマイジャグラーⅤKD,-12,50
1535,s20,SマイジャグラーⅤKD,-12,49
1536,s20,SマイジャグラーⅤKD,-12,48
1537,s20,SマイジャグラーⅤKD,-12,44
1538,s20,SマイジャグラーⅤKD,-12,43
1550,s20,SマイジャグラーⅤKD,-12,42
1551,s20,SマイジャグラーⅤKD,-12,41
1552,s20,SマイジャグラーⅤKD,-7,49
1553,s20,SマイジャグラーⅤKD,-7,50
1555,s20,SマイジャグラーⅤKD,-7,51
1556,s20,SマイジャグラーⅤKD,-7,52
1557,s20,SマイジャグラーⅤKD,-7,53
1558,s20,SマイジャグラーⅤKD,-7,54
1560,s20,SマイジャグラーⅤKD,-7,55
1561,s20,SマイジャグラーⅤKD,-7,56
1562,s20,SマイジャグラーⅤKD,-7,57
1563,s20,SマイジャグラーⅤKD,-7,58
1565,s20,SマイジャグラーⅤKD,-7,59
1566,s20,SマイジャグラーⅤKD,-7,60
1567,s20,SマイジャグラーⅤKD,-7,61
1568,s20,SマイジャグラーⅤKD,-7,62
1570,s20,SネオアイムジャグラーEX-KK,-6,62
1571,s20,SネオアイムジャグラーEX-KK,-6,61
1572,s20,SネオアイムジャグラーEX-KK,-6,60
1573,s20,SネオアイムジャグラーEX-KK,-6,59
1575,s20,SネオアイムジャグラーEX-KK,-6,58
1576,s20,SネオアイムジャグラーEX-KK,-6,57
1577,s20,SネオアイムジャグラーEX-KK,-6,56
1578,s20,SネオアイムジャグラーEX-KK,-6,55
1580,s20,SネオアイムジャグラーEX-KK,-6,54
1581,s20,SネオアイムジャグラーEX-KK,-6,53
1582,s20,SネオアイムジャグラーEX-KK,-6,52
1583,s20,SネオアイムジャグラーEX-KK,-6,51
1585,s20,SネオアイムジャグラーEX-KK,-6,50
1586,s20,SネオアイムジャグラーEX-KK,-6,49
1587,s20,Sゴーゴージャグラー3KA,-2,49
1588,s20,Sゴーゴージャグラー3KA,-2,50
1600,s20,Sゴーゴージャグラー3KA,-2,51
1601,s20,Sゴーゴージャグラー3KA,-2,52
1602,s20,Sゴーゴージャグラー3KA,-2,53
1603,s20,Sゴーゴージャグラー3KA,-2,54
1605,s20,Sゴーゴージャグラー3KA,-2,55
1606,s20,Sゴーゴージャグラー3KA,-2,56
1607,s20,Sゴーゴージャグラー3KA,-2,57
1608,s20,Sゴーゴージャグラー3KA,-2,58
1610,s20,Sゴーゴージャグラー3KA,-2,59
1611,s20,Sゴーゴージャグラー3KA,-2,60
1612,s20,Sゴーゴージャグラー3KA,-2,61
1613,s20,Sゴーゴージャグラー3KA,-2,62
1615,s20,Sファンキージャグラー2KT,-1,62
1616,s20,Sファンキージャグラー2KT,-1,61
1617,s20,Sファンキージャグラー2KT,-1,60
1618,s20,Sファンキージャグラー2KT,-1,59
1620,s20,Sファンキージャグラー2KT,-1,58
1621,s20,Sファンキージャグラー2KT,-1,57
1622,s20,Sファンキージャグラー2KT,-1,56
1623,s20,Sファンキージャグラー2KT,-1,55
1625,s20,Sファンキージャグラー2KT,-1,54
1626,s20,Sファンキージャグラー2KT,-1,53
1627,s20,Sファンキージャグラー2KT,-1,52
1628,s20,Sファンキージャグラー2KT,-1,51
1630,s20,Sファンキージャグラー2KT,-1,50
1631,s20,Sファンキージャグラー2KT,-1,49
1632,s20,Sファンキージャグラー2KT,2,49
1633,s20,Sファンキージャグラー2KT,2,50
1635,s20,Sファンキージャグラー2KT,2,51
1636,s20,Sファンキージャグラー2KT,2,52
1637,s20,Sファンキージャグラー2KT,2,53
1638,s20,Sファンキージャグラー2KT,2,54
1650,s20,Sファンキージャグラー2KT,2,55
1651,s20,Sファンキージャグラー2KT,2,56
1652,s20,Sファンキージャグラー2KT,2,57
1653,s20,Sファンキージャグラー2KT,2,58
1655,s20,Sファンキージャグラー2KT,2,59
1656,s20,Sファンキージャグラー2KT,2,60
1657,s20,Sファンキージャグラー2KT,2,61
1658,s20,Sファンキージャグラー2KT,2,62
1660,s20,SマイジャグラーⅤKD,3,61
1661,s20,SマイジャグラーⅤKD,3,60
1662,s20,SマイジャグラーⅤKD,3,59
1663,s20,SマイジャグラーⅤKD,3,58
1665,s20,SマイジャグラーⅤKD,3,57
1666,s20,SマイジャグラーⅤKD,3,56
1667,s20,SマイジャグラーⅤKD,3,55
1668,s20,SマイジャグラーⅤKD,3,54
1670,s20,SマイジャグラーⅤKD,3,53
1671,s20,SマイジャグラーⅤKD,3,52
1672,s20,SマイジャグラーⅤKD,3,51
1673,s20,SマイジャグラーⅤKD,3,50
1675,s20,SマイジャグラーⅤKD,3,49
1676,s20,SネオアイムジャグラーEX-KK,-7,44
1677,s20,SネオアイムジャグラーEX-KK,-6,44
1678,s20,SネオアイムジャグラーEX-KK,-5,44
1680,s20,SネオアイムジャグラーEX-KK,-4,44
1681,s20,SネオアイムジャグラーEX-KK,-3,44
1682,s20,SネオアイムジャグラーEX-KK,-2,44
1683,s20,SネオアイムジャグラーEX-KK,-1,44
1685,s20,SネオアイムジャグラーEX-KK,0,44
1686,s20,SネオアイムジャグラーEX-KK,1,44
1687,s20,SネオアイムジャグラーEX-KK,2,44
1688,s20,SネオアイムジャグラーEX-KK,3,44
1700,s20,SネオアイムジャグラーEX-KK,4,44
1701,s20,SネオアイムジャグラーEX-KK,5,44
1702,s20,SマイジャグラーⅤKD,5,43
1703,s20,SマイジャグラーⅤKD,4,43
1705,s20,SマイジャグラーⅤKD,3,43
1706,s20,SマイジャグラーⅤKD,2,43
1707,s20,SマイジャグラーⅤKD,1,43
1708,s20,SマイジャグラーⅤKD,0,43
1710,s20,SマイジャグラーⅤKD,-1,43
1711,s20,SマイジャグラーⅤKD,-2,43
1712,s20,SマイジャグラーⅤKD,-3,43
1713,s20,SマイジャグラーⅤKD,-4,43
1715,s20,SマイジャグラーⅤKD,-5,43
1716,s20,SマイジャグラーⅤKD,-6,43
1717,s20,SマイジャグラーⅤKD,-7,43
1718,s20,SマイジャグラーⅤKD,-12,36
1720,s20,SマイジャグラーⅤKD,-12,35
1721,s20,SマイジャグラーⅤKD,-12,34
1722,s20,SマイジャグラーⅤKD,-12,33
1723,s20,SマイジャグラーⅤKD,-12,32
1725,s20,SマイジャグラーⅤKD,-12,31
1726,s20,SマイジャグラーⅤKD,-12,30
1727,s20,SマイジャグラーⅤKD,-12,29
1728,s20,SマイジャグラーⅤKD,-12,28
1730,s20,SマイジャグラーⅤKD,-12,27
1731,s20,SネオアイムジャグラーEX-KK,-12,26
1732,s20,SネオアイムジャグラーEX-KK,-12,25
1733,s20,SネオアイムジャグラーEX-KK,-12,24
1735,s20,SネオアイムジャグラーEX-KK,-12,23
1736,s20,SネオアイムジャグラーEX-KK,-12,22
1737,s20,SハッピージャグラーVⅢEA,-12,21
1738,s20,SハッピージャグラーVⅢEA,-12,20
1750,s20,SハッピージャグラーVⅢEA,-12,19
1751,s20,SハッピージャグラーVⅢEA,-12,18
1752,s20,SハッピージャグラーVⅢEA,-12,17
1753,s20,SハッピージャグラーVⅢEA,-12,16
1755,s20,SハッピージャグラーVⅢEA,-12,15
1756,s20,SハッピージャグラーVⅢEA,-12,14
1757,s20,SハッピージャグラーVⅢEA,-10,14
1758,s20,SハッピージャグラーVⅢEA,-9,14
1760,s20,SハッピージャグラーVⅢEA,-8,14
1761,s20,SハッピージャグラーVⅢEA,-7,14
1762,s20,SハッピージャグラーVⅢEA,-6,14
1763,s20,SハッピージャグラーVⅢEA,-5,14
1765,s20,SハッピージャグラーVⅢEA,-4,14
1766,s20,SミスタージャグラーKK,-3,14
1767,s20,SミスタージャグラーKK,-2,14
1768,s20,SミスタージャグラーKK,-1,14
1770,s20,SミスタージャグラーKK,0,14
1771,s20,SミスタージャグラーKK,1,14
1772,s20,SジャグラーガールズSS－KH,2,14
1773,s20,SジャグラーガールズSS－KH,3,14
1775,s20,SジャグラーガールズSS－KH,4,14
1776,s20,SジャグラーガールズSS－KH,2,17
1777,s20,SジャグラーガールズSS－KH,1,17
1778,s20,SジャグラーガールズSS－KH,0,17
1780,s20,SジャグラーガールズSS－KH,-1,17
1781,s20,SジャグラーガールズSS－KH,-2,17
1782,s20,SジャグラーガールズSS－KH,-3,17
1783,s20,SウルトラミラクルジャグラーKT,-4,17
1785,s20,SウルトラミラクルジャグラーKT,-5,17
1786,s20,SウルトラミラクルジャグラーKT,-6,17
1787,s20,SウルトラミラクルジャグラーKT,-7,17
1788,s20,SウルトラミラクルジャグラーKT,-8,17
1800,s20,SウルトラミラクルジャグラーKT,-9,17
1801,s20,SネオアイムジャグラーEX-KK,-9,25
1802,s20,SネオアイムジャグラーEX-KK,-9,26
1803,s20,SネオアイムジャグラーEX-KK,-9,27
1805,s20,SネオアイムジャグラーEX-KK,-9,28
1806,s20,SネオアイムジャグラーEX-KK,-9,29
1807,s20,SネオアイムジャグラーEX-KK,-9,30
1808,s20,SネオアイムジャグラーEX-KK,-9,31
1810,s20,SネオアイムジャグラーEX-KK,-9,32
1811,s20,SネオアイムジャグラーEX-KK,-9,33
1812,s20,SネオアイムジャグラーEX-KK,-9,34
1813,s20,SネオアイムジャグラーEX-KK,-9,35
1815,s20,S／沖ドキ！BLACK／XA,-8,35
1816,s20,S／沖ドキ！BLACK／XA,-8,34
1817,s20,S／沖ドキ！BLACK／XA,-8,33
1818,s20,S／沖ドキ！BLACK／XA,-8,32
1820,s20,S／沖ドキ！BLACK／XA,-8,31
1821,s20,S／沖ドキ！BLACK／XA,-8,30
1822,s20,S／沖ドキ！BLACK／XA,-8,29
1823,s20,S／沖ドキ！BLACK／XA,-8,28
1825,s20,S／沖ドキ！BLACK／XA,-8,27
1826,s20,S／沖ドキ！BLACK／XA,-8,26
1827,s20,S／沖ドキ！BLACK／XA,-8,25
1828,s20,S／バーサスリヴァイズ／HS,-9,18
1830,s20,S／バーサスリヴァイズ／HS,-8,18
1831,s20,S／バーサスリヴァイズ／HS,-7,18
1832,s20,S／バーサスリヴァイズ／HS,-6,18
1833,s20,S／新ハナビR／HA,-5,18
1835,s20,S／新ハナビR／HA,-4,18
1836,s20,S／新ハナビR／HA,-3,18
1837,s20,S／新ハナビR／HA,-2,18
1838,s20,S／クランキークレスト／CR,-1,18
1850,s20,S／クランキークレスト／CR,0,18
1851,s20,SニューパルサーSP3CC,1,18
1852,s20,SニューパルサーSP3CC,2,18
1853,s20,S ディスクアップ2 ZF,4,22
1855,s20,S ディスクアップ2 ZF,3,22
1856,s20,S ディスクアップ2 ZF,2,22
1857,s20,S ディスクアップ2 ZF,1,22
1858,s20,L／ハナビ／KM,0,22
1860,s20,L／ハナビ／KM,-1,22
1861,s20,L／ハナビ／KM,-2,22
1862,s20,L／ハナビ／KM,-3,22
1863,s20,L／ハナビ／KM,-4,22
1865,s20,L／ハナビ／KM,-5,22
1866,s20,S／沖ドキ！BLACK／XA,-5,23
1867,s20,S／沖ドキ！BLACK／XA,-4,23
1868,s20,S／沖ドキ！BLACK／XA,-3,23
1870,s20,S／沖ドキ！BLACK／XA,-2,23
1871,s20,S／沖ドキ！BLACK／XA,-1,23
1872,s20,S／沖ドキ！BLACK／XA,0,23
1873,s20,S／沖ドキ！BLACK／XA,1,23
1875,s20,S／沖ドキ！BLACK／XA,2,23
1876,s20,S／沖ドキ！BLACK／XA,3,23
1877,s20,S／沖ドキ！BLACK／XA,4,23
1878,s20,S／沖ドキ！BLACK／XA,2,28
1880,s20,S／沖ドキ！BLACK／XA,1,28
1881,s20,S／沖ドキ！BLACK／XA,0,28
1882,s20,S／沖ドキ！BLACK／XA,-1,28
1883,s20,S／沖ドキ！BLACK／XA,-2,28
1885,s20,S／沖ドキ！BLACK／XA,-3,29
1886,s20,S／沖ドキ！BLACK／XA,-4,29
1887,s20,S／沖ドキ！BLACK／XA,-4,30
1888,s20,S／沖ドキ！BLACK／XA,-4,31
2000,s20,S／沖ドキ！BLACK／XA,-4,32
2001,s20,S／沖ドキ！BLACK／XA,-4,33
2002,s20,S／沖ドキ！BLACK／XA,-4,34
2003,s20,S／沖ドキ！BLACK／XA,-4,35
2005,s20,S／沖ドキ！BLACK／XA,-4,36
2006,s20,S／沖ドキ！GOLD／LS,-3,36
2007,s20,S／沖ドキ！GOLD／LS,-3,35
2008,s20,S／沖ドキ！GOLD／LS,-3,34
2010,s20,S／沖ドキ！GOLD／LS,-3,33
2011,s20,S／沖ドキ！GOLD／LS,-3,32
2012,s20,S／沖ドキ！BLACK／EP,-3,31
2013,s20,S／沖ドキ！BLACK／EP,-3,30
2015,s20,S／沖ドキ！BLACK／EP,0,29
2016,s20,S／沖ドキ！BLACK／EP,1,29
2017,s20,S／沖ドキ！BLACK／EP,2,29
2018,s20,S／沖ドキ！BLACK／XA,0,36
2020,s20,S／沖ドキ！BLACK／XA,1,36
2021,s20,S／沖ドキ！BLACK／XA,2,36
2022,s20,S／沖ドキ！BLACK／XA,3,36
2023,s20,S／沖ドキ！BLACK／XA,3,35
2025,s20,S／沖ドキ！BLACK／XA,3,34
2026,s20,S／沖ドキ！BLACK／XA,3,33
2027,s20,S／沖ドキ！BLACK／XA,3,32
2028,s20,S／沖ドキ！BLACK／XA,2,32
2030,s20,S／沖ドキ！BLACK／XA,1,32
2031,s20,S／沖ドキ！BLACK／XA,0,32
2032,s20,S／沖ドキ！BLACK／XA,0,33
2033,s20,S／沖ドキ！BLACK／XA,0,34
2035,s20,S／沖ドキ！BLACK／XA,0,35
2036,s20,Lモンキーターン5CE,25,41
2037,s20,Lモンキーターン5CE,24,41
2038,s20,Lモンキーターン5CE,23,41
2050,s20,Lモンキーターン5CE,22,41
2051,s20,Lモンキーターン5CE,21,41
2052,s20,Lモンキーターン5CE,20,41
2053,s20,Lモンキーターン5CE,19,41
2055,s20,Lモンキーターン5CE,18,41
2056,s20,Lモンキーターン5CE,17,41
2057,s20,Lモンキーターン5CE,16,41
2058,s20,Lモンキーターン5CE,15,41
2060,s20,Lモンキーターン5CE,14,41
2061,s20,Lモンキーターン5CE,13,41
2062,s20,Lモンキーターン5CE,12,41
2063,s20,Lモンキーターン5CE,11,41
2065,s20,Lモンキーターン5CE,10,41
2066,s20,Lモンキーターン5CE,9,41
2068,s20,L新鬼武者3SA,10,37
2070,s20,L新鬼武者3SA,11,37
2071,s20,L新鬼武者3SA,12,37
2072,s20,L戦国コレクション6KS,13,37
2073,s20,L戦国コレクション6KS,14,37
2075,s20,L戦国コレクション6KS,15,37
2076,s20,L戦国コレクション6KS,16,37
2077,新台s20,LとんでもスキルKM,17,37
2078,s20,Lパチスロスーパーリオエース2ND02H,18,37
2080,s20,Lパチスロスーパーリオエース2ND02H,19,37
2081,s20,Lパチスロスーパーリオエース2ND02H,20,37
2082,s20,Lパチスロスーパーリオエース2ND02H,21,37
2083,s20,Lパチスロスーパーリオエース2ND02H,22,37
2085,s20,L東京喰種CT,22,36
2086,s20,L東京喰種CT,21,36
2087,s20,L東京喰種CT,20,36
2088,s20,L東京喰種CT,19,36
2100,s20,L東京喰種CT,18,36
2101,s20,L東京喰種CT,17,36
2102,s20,L東京喰種CT,16,36
2103,s20,L／真打吉宗／A1,15,36
2105,s20,L／真打吉宗／A1,14,36
2106,s20,L／真打吉宗／A1,13,36
2107,s20,L／真打吉宗／A1,12,36
2108,s20,LバーディーウイングBC,11,36
2110,s20,LバーディーウイングBC,10,36
2111,s20,L東京喰種CT,8,33
2112,s20,L東京喰種CT,9,33
2113,s20,L東京喰種CT,10,33
2115,s20,L東京喰種CT,11,33
2116,s20,L東京喰種CT,12,33
2117,s20,L東京喰種CT,13,33
2118,s20,L東京喰種CT,14,33
2120,s20,L東京喰種CT,15,33
2121,s20,L東京喰種CT,16,33
2122,s20,L東京喰種CT,17,33
2123,s20,L東京喰種CT,18,33
2125,s20,L東京喰種CT,19,33
2126,s20,L東京喰種FT,20,33
2127,s20,L東京喰種FT,21,33
2128,s20,L東京喰種FT,22,33
2130,s20,L東京喰種FT,23,33
2131,s20,L東京喰種FT,24,33
2132,s20,L東京喰種FT,25,33
2133,s20,L 甲鉄城のカバネリ 海門決戦 XX,25,32
2135,s20,L 甲鉄城のカバネリ 海門決戦 XX,24,32
2136,s20,L 甲鉄城のカバネリ 海門決戦 XX,23,32
2137,s20,L 甲鉄城のカバネリ 海門決戦 XX,22,32
2138,s20,L 甲鉄城のカバネリ 海門決戦 XX,21,32
2150,s20,L 甲鉄城のカバネリ 海門決戦 XX,20,32
2151,s20,L 甲鉄城のカバネリ 海門決戦 XX,19,32
2152,s20,L 甲鉄城のカバネリ 海門決戦 XX,18,32
2153,s20,L戦国乙女5L8,17,32
2155,s20,L戦国乙女5L8,16,32
2156,s20,L戦国乙女5L8,15,32
2157,s20,L戦国乙女5L8,14,32
2158,s20,L戦国乙女5L8,13,32
2160,s20,L戦国乙女5L8,12,32
2161,s20,L戦国乙女5L8,11,32
2162,s20,L戦国乙女5L8,10,32
2163,s20,L戦国乙女5L8,9,32
2165,s20,L戦国乙女5L8,8,32
2166,s20,L戦国乙女5L8,7,32
2167,新台s20,Lストリートファイター6SB,8,28
2168,新台s20,Lストリートファイター6SB,9,28
2170,新台s20,Lストリートファイター6SB,10,28
2171,新台s20,Lストリートファイター6SB,11,28
2172,s20,L／いざ番長／SB8,12,28
2173,s20,L／いざ番長／SB8,13,28
2175,s20,L／いざ番長／SB8,14,28
2176,s20,L 甲鉄城のカバネリ 海門決戦 XX,15,28
2177,s20,L 甲鉄城のカバネリ 海門決戦 XX,16,28
2178,s20,L 甲鉄城のカバネリ 海門決戦 XX,17,28
